Sample,Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,Captured Timestamp,Dana CPU,Dana Memory,Remote CPU,Remote Memory,Elapsed Time (s)
173,1787064364,45,,Aggregated,31.1,0.0,1100.0,1200.0,1300.0,1400.0,1600.0,1800.0,2000.0,2100.0,3500.0,5000.0,5000.0,5715,0,1100,990.0050318859376,13.349990000278922,5022.231752998778,296.56797900262467,2026-08-18 14:46:26,1962.0,32.0,133.0,24.0,192.0
174,1787064365,45,,Aggregated,30.8,0.0,1100.0,1300.0,1300.0,1400.0,1600.0,1800.0,2000.0,2100.0,3500.0,5000.0,5000.0,5747,0,1100,992.62910631062,13.349990000278922,5022.231752998778,296.5314076909692,2026-08-18 14:46:27,1962.0,32.0,133.0,24.0,193.0
175,1787064366,45,,Aggregated,31.1,0.0,1100.0,1300.0,1300.0,1400.0,1600.0,1800.0,2000.0,2100.0,3500.0,5000.0,5000.0,5779,0,1100,995.0715288463628,13.349990000278922,5022.231752998778,296.13514448866584,2026-08-18 14:46:28,1962.0,32.0,133.0,24.0,194.0
176,1787064367,45,,Aggregated,30.6,0.0,1100.0,1300.0,1300.0,1400.0,1600.0,1800.0,2000.0,2100.0,3500.0,5000.0,5000.0,5797,0,1100,996.8799635949846,13.349990000278922,5022.231752998778,296.31430050025875,2026-08-18 14:46:29,1962.0,32.0,133.0,24.0,195.0
177,1787064368,45,,Aggregated,31.1,0.0,1100.0,1300.0,1300.0,1400.0,1600.0,1800.0,2000.0,2100.0,3500.0,5000.0,5000.0,5823,0,1100,1000.8029183295764,13.349990000278922,5022.231752998778,296.7073673364245,2026-08-18 14:46:30,1962.0,32.0,133.0,24.0,196.0
178,1787064369,45,,Aggregated,29.9,0.0,1100.0,1300.0,1400.0,1400.0,1600.0,1800.0,2000.0,2100.0,3500.0,5000.0,5000.0,5849,0,1100,1004.4923998757258,13.349990000278922,5022.231752998778,296.94768336467774,2026-08-18 14:46:32,1962.0,32.0,133.0,24.0,198.0
179,1787064370,45,,Aggregated,29.5,0.0,1100.0,1300.0,1400.0,1400.0,1600.0,1800.0,2000.0,2100.0,3500.0,5000.0,5000.0,5880,0,1100,1008.0510417643072,13.349990000278922,5022.231752998778,296.9908163265306,2026-08-18 14:46:33,1962.0,32.0,133.0,24.0,199.0
180,1787064371,45,,Aggregated,29.5,0.0,1100.0,1300.0,1400.0,1400.0,1600.0,1800.0,2000.0,2100.0,3500.0,5000.0,5000.0,5911,0,1100,1010.427562518715,13.349990000278922,5022.231752998778,296.76146168161057,2026-08-18 14:46:34,1962.0,32.0,133.0,24.0,200.0
181,1787064372,45,,Aggregated,28.9,0.0,1100.0,1300.0,1400.0,1400.0,1600.0,1800.0,2000.0,2100.0,3500.0,5000.0,5000.0,5940,0,1100,1012.9450486611328,13.349990000278922,5022.231752998778,296.61582491582493,2026-08-18 14:46:35,1962.0,32.0,133.0,24.0,201.0
182,1787064373,45,,Aggregated,29.0,0.0,1100.0,1300.0,1400.0,1400.0,1600.0,1800.0,2000.0,2100.0,3500.0,5000.0,5000.0,5963,0,1100,1015.095771140724,13.349990000278922,5022.231752998778,296.4492705014255,2026-08-18 14:46:36,1962.0,32.0,133.0,24.0,202.0
183,1787064374,45,,Aggregated,28.4,0.0,1100.0,1300.0,1400.0,1400.0,1600.0,1800.0,2000.0,2200.0,3500.0,5000.0,5000.0,5991,0,1100,1018.9073532410524,13.349990000278922,5022.231752998778,296.90035052578867,2026-08-18 14:46:37,1962.0,32.0,133.0,24.0,203.0
184,1787064375,45,,Aggregated,28.1,0.0,1100.0,1300.0,1400.0,1400.0,1600.0,1800.0,2000.0,2200.0,3500.0,5000.0,5000.0,6022,0,1100,1022.4427516713952,13.349990000278922,5022.231752998778,297.0519760876785,2026-08-18 14:46:38,1962.0,32.0,133.0,24.0,204.0
185,1787064376,45,,Aggregated,27.8,0.0,1100.0,1300.0,1400.0,1400.0,1600.0,1800.0,2000.0,2200.0,3500.0,5000.0,5000.0,6051,0,1100,1024.5970439953971,13.349990000278922,5022.231752998778,296.9010080978351,2026-08-18 14:46:39,1959.0,32.0,129.0,25.0,205.0
186,1787064377,45,,Aggregated,27.7,0.0,1100.0,1300.0,1400.0,1400.0,1600.0,1800.0,2000.0,2200.0,3500.0,5000.0,5000.0,6077,0,1100,1026.5232381311737,13.349990000278922,5022.231752998778,296.67648510778344,2026-08-18 14:46:40,1959.0,32.0,129.0,25.0,206.0
187,1787064378,45,,Aggregated,27.6,0.0,1100.0,1300.0,1400.0,1400.0,1600.0,1800.0,2000.0,2200.0,3500.0,5000.0,5000.0,6109,0,1100,1029.344866658069,13.349990000278922,5022.231752998778,296.6424946799804,2026-08-18 14:46:41,1959.0,32.0,129.0,25.0,207.0
188,1787064379,45,,Aggregated,27.9,0.0,1100.0,1300.0,1400.0,1400.0,1600.0,1800.0,2000.0,2200.0,3500.0,5000.0,5000.0,6131,0,1100,1031.9130564136578,13.349990000278922,5022.231752998778,297.0675256891209,2026-08-18 14:46:43,1959.0,32.0,129.0,25.0,209.0
189,1787064380,45,,Aggregated,28.1,0.0,1100.0,1300.0,1400.0,1400.0,1700.0,1900.0,2000.0,2200.0,3500.0,5000.0,5000.0,6164,0,1100,1035.351331395868,13.349990000278922,5022.231752998778,296.95035691109666,2026-08-18 14:46:44,1959.0,32.0,129.0,25.0,210.0
190,1787064381,45,,Aggregated,28.0,0.0,1100.0,1300.0,1400.0,1400.0,1700.0,1900.0,2000.0,2200.0,3500.0,5000.0,5000.0,6195,0,1100,1037.0159064658803,13.349990000278922,5022.231752998778,296.48361581920904,2026-08-18 14:46:45,1959.0,32.0,129.0,25.0,211.0
191,1787064382,45,,Aggregated,28.1,0.0,1200.0,1300.0,1400.0,1400.0,1700.0,1900.0,2000.0,2200.0,3500.0,5000.0,5000.0,6224,0,1200,1039.2116066720955,13.349990000278922,5022.231752998778,296.44890745501283,2026-08-18 14:46:46,1959.0,32.0,129.0,25.0,212.0
192,1787064383,45,,Aggregated,28.2,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2000.0,2200.0,3500.0,5000.0,5000.0,6254,0,1200,1041.5632403789775,13.349990000278922,5022.231752998778,296.1477454429165,2026-08-18 14:46:47,1959.0,32.0,129.0,25.0,213.0
193,1787064384,45,,Aggregated,28.4,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6281,0,1200,1043.9185287085054,13.349990000278922,5022.231752998778,296.1608024199968,2026-08-18 14:46:48,1959.0,32.0,129.0,25.0,214.0
194,1787064385,45,,Aggregated,29.0,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6313,0,1200,1046.4425167906115,13.349990000278922,5022.231752998778,295.9377475051481,2026-08-18 14:46:49,1959.0,32.0,129.0,25.0,215.0
195,1787064386,45,,Aggregated,28.9,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6341,0,1200,1048.1327438962517,13.349990000278922,5022.231752998778,295.5756189875414,2026-08-18 14:46:50,1959.0,32.0,129.0,25.0,216.0
196,1787064387,45,,Aggregated,29.0,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6368,0,1200,1050.573294994838,13.349990000278922,5022.231752998778,295.67509422110555,2026-08-18 14:46:51,1959.0,32.0,129.0,25.0,217.0
197,1787064388,45,,Aggregated,28.9,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6399,0,1200,1053.3387994125844,13.349990000278922,5022.231752998778,295.4771057977809,2026-08-18 14:46:53,1959.0,32.0,129.0,25.0,219.0
198,1787064389,45,,Aggregated,29.1,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6424,0,1200,1055.7264689987742,13.349990000278922,5022.231752998778,295.50871731008715,2026-08-18 14:46:54,1967.0,32.0,122.0,25.0,220.0
199,1787064390,45,,Aggregated,29.0,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6451,0,1200,1058.4561144390216,13.349990000278922,5022.231752998778,295.6279646566424,2026-08-18 14:46:55,1967.0,32.0,122.0,25.0,221.0
200,1787064391,45,,Aggregated,29.3,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6480,0,1200,1060.724004546008,13.349990000278922,5022.231752998778,295.3621913580247,2026-08-18 14:46:56,1967.0,32.0,122.0,25.0,222.0
201,1787064392,45,,Aggregated,28.9,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6504,0,1200,1062.701385687751,13.349990000278922,5022.231752998778,295.2988929889299,2026-08-18 14:46:57,1967.0,32.0,122.0,25.0,223.0
202,1787064393,45,,Aggregated,28.3,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6535,0,1200,1065.8141645034627,13.349990000278922,5022.231752998778,295.39755164498854,2026-08-18 14:46:58,1967.0,32.0,122.0,25.0,224.0
203,1787064394,45,,Aggregated,28.2,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6561,0,1200,1067.838763925335,13.349990000278922,5022.231752998778,295.16765736930347,2026-08-18 14:46:59,1967.0,32.0,122.0,25.0,225.0
204,1787064395,45,,Aggregated,27.8,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6590,0,1200,1070.3989709995624,13.349990000278922,5022.231752998778,295.1186646433991,2026-08-18 14:47:00,1967.0,32.0,122.0,25.0,226.0
205,1787064396,45,,Aggregated,28.1,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6621,0,1200,1072.6819897905318,13.349990000278922,5022.231752998778,294.8979006192418,2026-08-18 14:47:01,1967.0,32.0,122.0,25.0,227.0
206,1787064397,45,,Aggregated,27.7,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6652,0,1200,1074.4359839475517,13.349990000278922,5022.231752998778,294.62883343355384,2026-08-18 14:47:03,1967.0,32.0,122.0,25.0,229.0
207,1787064398,45,,Aggregated,28.1,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6679,0,1200,1076.280171089551,13.349990000278922,5022.231752998778,294.39182512352147,2026-08-18 14:47:04,1967.0,32.0,122.0,25.0,230.0
208,1787064399,45,,Aggregated,28.0,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6705,0,1200,1078.338121502329,13.349990000278922,5022.231752998778,294.1971662938106,2026-08-18 14:47:05,1967.0,32.0,122.0,25.0,231.0
209,1787064400,45,,Aggregated,28.2,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6732,0,1200,1081.076122823694,13.349990000278922,5022.231752998778,294.2927807486631,2026-08-18 14:47:06,1967.0,32.0,122.0,25.0,232.0
210,1787064401,45,,Aggregated,28.1,0.0,1200.0,1300.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6763,0,1200,1083.5092498783254,13.349990000278922,5022.231752998778,294.18896939228154,2026-08-18 14:47:07,1967.0,32.0,122.0,25.0,233.0
211,1787064402,45,,Aggregated,28.1,0.0,1200.0,1400.0,1400.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6791,0,1200,1085.4474616168625,13.349990000278922,5022.231752998778,294.0596377558533,2026-08-18 14:47:08,1967.0,32.0,122.0,25.0,234.0
212,1787064403,45,,Aggregated,27.9,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6816,0,1200,1087.475070024958,13.349990000278922,5022.231752998778,294.11164906103284,2026-08-18 14:47:09,1967.0,32.0,119.0,24.0,235.0
213,1787064404,45,,Aggregated,28.3,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6844,0,1200,1090.2629289371878,13.349990000278922,5022.231752998778,294.16379310344826,2026-08-18 14:47:10,1967.0,32.0,119.0,24.0,236.0
214,1787064405,45,,Aggregated,28.2,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6871,0,1200,1092.3464679380163,13.349990000278922,5022.231752998778,293.8992868578082,2026-08-18 14:47:11,1967.0,32.0,119.0,24.0,237.0
215,1787064406,45,,Aggregated,27.7,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6898,0,1200,1094.3924749946516,13.349990000278922,5022.231752998778,293.9452015076834,2026-08-18 14:47:13,1967.0,32.0,119.0,24.0,239.0
216,1787064407,45,,Aggregated,28.1,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6919,0,1200,1096.3631816882655,13.349990000278922,5022.231752998778,293.95013730307846,2026-08-18 14:47:14,1967.0,32.0,119.0,24.0,240.0
217,1787064408,45,,Aggregated,27.3,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6955,0,1200,1099.3940402489022,13.349990000278922,5022.231752998778,293.6838245866283,2026-08-18 14:47:15,1967.0,32.0,119.0,24.0,241.0
218,1787064409,45,,Aggregated,27.0,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3500.0,5000.0,5000.0,6982,0,1200,1101.0901774931406,13.349990000278922,5022.231752998778,293.5068748209682,2026-08-18 14:47:16,1967.0,32.0,119.0,24.0,242.0
219,1787064410,45,,Aggregated,27.2,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7007,0,1200,1103.0601856876135,13.349990000278922,5022.231752998778,293.43956043956047,2026-08-18 14:47:17,1967.0,32.0,119.0,24.0,243.0
220,1787064411,45,,Aggregated,27.2,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7033,0,1200,1105.1633131295473,13.349990000278922,5022.231752998778,293.4783165078913,2026-08-18 14:47:18,1967.0,32.0,119.0,24.0,244.0
221,1787064412,45,,Aggregated,27.6,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7062,0,1200,1107.480855586959,13.349990000278922,5022.231752998778,293.16737468139337,2026-08-18 14:47:19,1967.0,32.0,119.0,24.0,245.0
222,1787064413,45,,Aggregated,27.4,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7087,0,1200,1109.41685041627,13.349990000278922,5022.231752998778,293.12346550021164,2026-08-18 14:47:20,1967.0,32.0,119.0,24.0,246.0
223,1787064414,45,,Aggregated,27.3,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7116,0,1200,1111.8931936637312,13.349990000278922,5022.231752998778,293.1646992692524,2026-08-18 14:47:21,1967.0,32.0,119.0,24.0,247.0
224,1787064415,45,,Aggregated,26.8,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7142,0,1200,1113.9601526092288,13.349990000278922,5022.231752998778,293.0827499299916,2026-08-18 14:47:23,1967.0,32.0,119.0,24.0,249.0
225,1787064416,45,,Aggregated,27.3,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7169,0,1200,1116.0377350463268,13.349990000278922,5022.231752998778,292.9786581113126,2026-08-18 14:47:24,1970.0,32.0,109.0,25.0,250.0
226,1787064417,45,,Aggregated,26.7,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7199,0,1200,1118.1160057430357,13.349990000278922,5022.231752998778,292.6939852757328,2026-08-18 14:47:25,1970.0,32.0,109.0,25.0,251.0
227,1787064418,45,,Aggregated,27.0,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7226,0,1200,1119.8726989536565,13.349990000278922,5022.231752998778,292.57417658455574,2026-08-18 14:47:26,1970.0,32.0,109.0,25.0,252.0
228,1787064419,45,,Aggregated,27.7,0.0,1200.0,1400.0,1500.0,1500.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7250,0,1200,1121.7232934173962,13.349990000278922,5022.231752998778,292.4566896551724,2026-08-18 14:47:27,1970.0,32.0,109.0,25.0,253.0
229,1787064420,45,,Aggregated,27.3,0.0,1200.0,1400.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7277,0,1200,1124.191417228546,13.349990000278922,5022.231752998778,292.5761989830974,2026-08-18 14:47:28,1970.0,32.0,109.0,25.0,254.0
230,1787064421,45,,Aggregated,27.3,0.0,1200.0,1400.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7302,0,1200,1126.2771448010317,13.349990000278922,5022.231752998778,292.3222404820597,2026-08-18 14:47:29,1970.0,32.0,109.0,25.0,255.0
231,1787064422,45,,Aggregated,26.6,0.0,1200.0,1400.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7328,0,1200,1128.633988548326,13.349990000278922,5022.231752998778,292.3629912663756,2026-08-18 14:47:30,1970.0,32.0,109.0,25.0,256.0
232,1787064423,45,,Aggregated,26.7,0.0,1200.0,1400.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7355,0,1200,1130.9050342598418,13.349990000278922,5022.231752998778,292.3186947654657,2026-08-18 14:47:31,1970.0,32.0,109.0,25.0,257.0
233,1787064424,45,,Aggregated,26.1,0.0,1200.0,1400.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7378,0,1200,1132.8604046140065,13.349990000278922,5022.231752998778,292.2441040932502,2026-08-18 14:47:33,1970.0,32.0,109.0,25.0,259.0
234,1787064425,45,,Aggregated,26.6,0.0,1200.0,1400.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7402,0,1200,1134.978897328173,13.349990000278922,5022.231752998778,292.1798162658741,2026-08-18 14:47:34,1970.0,32.0,109.0,25.0,260.0
235,1787064426,45,,Aggregated,26.4,0.0,1200.0,1400.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7428,0,1200,1137.6574399060498,13.349990000278922,5022.231752998778,292.47213247172857,2026-08-18 14:47:35,1970.0,32.0,109.0,25.0,261.0
236,1787064427,45,,Aggregated,26.3,0.0,1200.0,1400.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7456,0,1200,1140.0254882473355,13.349990000278922,5022.231752998778,292.4097371244635,2026-08-18 14:47:36,1970.0,32.0,109.0,25.0,262.0
237,1787064428,45,,Aggregated,25.9,0.0,1200.0,1400.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7475,0,1200,1141.4265783462392,13.349990000278922,5022.231752998778,292.28454849498326,2026-08-18 14:47:37,1970.0,32.0,109.0,25.0,263.0
238,1787064429,45,,Aggregated,25.5,0.0,1200.0,1400.0,1500.0,1600.0,1800.0,1900.0,2100.0,2200.0,3200.0,5000.0,5000.0,7503,0,1200,1144.0035313273545,13.349990000278922,5022.231752998778,292.4552845528455,2026-08-18 14:47:38,1970.0,32.0,109.0,25.0,264.0
239,1787064430,45,,Aggregated,25.1,0.0,1200.0,1400.0,1500.0,1600.0,1800.0,2000.0,2100.0,2200.0,3200.0,5000.0,5000.0,7531,0,1200,1146.314096528102,13.349990000278922,5022.231752998778,292.34670030540434,2026-08-18 14:47:39,1968.0,32.0,116.0,24.0,265.0
240,1787064431,45,,Aggregated,25.1,0.0,1200.0,1400.0,1500.0,1600.0,1800.0,2000.0,2100.0,2200.0,3200.0,5000.0,5000.0,7558,0,1200,1148.2257132721809,13.349990000278922,5022.231752998778,292.3659698332892,2026-08-18 14:47:40,1968.0,32.0,116.0,24.0,266.0
241,1787064432,45,,Aggregated,25.2,0.0,1200.0,1400.0,1500.0,1600.0,1800.0,2000.0,2100.0,2200.0,3200.0,5000.0,5000.0,7579,0,1200,1149.8114461587472,13.349990000278922,5022.231752998778,292.21454017680435,2026-08-18 14:47:41,1968.0,32.0,116.0,24.0,267.0
242,1787064433,45,,Aggregated,25.4,0.0,1300.0,1400.0,1500.0,1600.0,1800.0,2000.0,2100.0,2200.0,3200.0,5000.0,5000.0,7605,0,1300,1152.1062235412414,13.349990000278922,5022.231752998778,292.2541748849441,2026-08-18 14:47:42,1968.0,32.0,116.0,24.0,268.0
243,1787064434,45,,Aggregated,25.4,0.0,1300.0,1400.0,1500.0,1600.0,1800.0,2000.0,2100.0,2200.0,3200.0,5000.0,5000.0,7627,0,1300,1154.2884231913133,13.349990000278922,5022.231752998778,292.42651107906124,2026-08-18 14:47:44,1968.0,32.0,116.0,24.0,270.0
244,1787064435,45,,Aggregated,25.6,0.0,1300.0,1400.0,1500.0,1600.0,1800.0,2000.0,2100.0,2200.0,3200.0,5000.0,5000.0,7654,0,1300,1157.1899398321336,13.349990000278922,5022.231752998778,292.62568591586097,2026-08-18 14:47:45,1968.0,32.0,116.0,24.0,271.0
245,1787064436,45,,Aggregated,24.7,0.0,1300.0,1400.0,1500.0,1600.0,1800.0,2000.0,2100.0,2200.0,3200.0,5000.0,5000.0,7680,0,1300,1159.1186643562692,13.349990000278922,5022.231752998778,292.41315104166665,2026-08-18 14:47:46,1968.0,32.0,116.0,24.0,272.0
246,1787064437,45,,Aggregated,24.8,0.0,1300.0,1400.0,1500.0,1600.0,1800.0,2000.0,2100.0,2200.0,3200.0,5000.0,5000.0,7705,0,1300,1160.9186676864565,13.349990000278922,5022.231752998778,292.3310837118754,2026-08-18 14:47:47,1968.0,32.0,116.0,24.0,273.0
247,1787064438,45,,Aggregated,25.0,0.0,1300.0,1400.0,1500.0,1600.0,1800.0,2000.0,2100.0,2200.0,3200.0,5000.0,5000.0,7731,0,1300,1162.9081601210896,13.349990000278922,5022.231752998778,292.2378734963136,2026-08-18 14:47:48,1968.0,32.0,116.0,24.0,274.0
248,1787064439,45,,Aggregated,25.2,0.0,1300.0,1400.0,1500.0,1600.0,1800.0,2000.0,2100.0,2200.0,3200.0,5000.0,5000.0,7755,0,1300,1164.8145617432815,13.349990000278922,5022.231752998778,292.1757575757576,2026-08-18 14:47:49,1968.0,32.0,116.0,24.0,275.0
249,1787064440,45,,Aggregated,25.4,0.0,1300.0,1400.0,1500.0,1600.0,1800.0,2000.0,2100.0,2300.0,3200.0,5000.0,5000.0,7782,0,1300,1167.0375333226864,13.349990000278922,5022.231752998778,292.109611924955,2026-08-18 14:47:50,1968.0,32.0,116.0,24.0,276.0
250,1787064441,45,,Aggregated,25.2,0.0,1300.0,1500.0,1500.0,1600.0,1800.0,2000.0,2100.0,2300.0,3200.0,5000.0,5000.0,7801,0,1300,1168.6841251892247,13.349990000278922,5022.231752998778,292.17190103832843,2026-08-18 14:47:51,1968.0,32.0,116.0,24.0,277.0
251,1787064442,45,,Aggregated,25.3,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3200.0,5000.0,5000.0,7828,0,1300,1171.574816703136,13.349990000278922,5022.231752998778,292.2814256515074,2026-08-18 14:47:52,1968.0,32.0,116.0,24.0,278.0
252,1787064443,45,,Aggregated,24.4,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3200.0,5000.0,5000.0,7853,0,1300,1173.5037140209022,13.349990000278922,5022.231752998778,292.1810772953012,2026-08-18 14:47:54,1965.0,33.0,111.0,24.0,280.0
253,1787064444,45,,Aggregated,24.8,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3200.0,5000.0,5000.0,7876,0,1300,1175.3212628204858,13.349990000278922,5022.231752998778,292.15528186896904,2026-08-18 14:47:55,1965.0,33.0,111.0,24.0,281.0
254,1787064445,45,,Aggregated,24.1,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3200.0,5000.0,5000.0,7907,0,1300,1177.333452345915,13.349990000278922,5022.231752998778,291.7476919185532,2026-08-18 14:47:56,1965.0,33.0,111.0,24.0,282.0
255,1787064446,45,,Aggregated,24.9,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3200.0,5000.0,5000.0,7931,0,1300,1178.8419631866293,13.349990000278922,5022.231752998778,291.7123944017148,2026-08-18 14:47:57,1965.0,33.0,111.0,24.0,283.0
256,1787064447,45,,Aggregated,25.4,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3200.0,5000.0,5000.0,7958,0,1300,1180.9669075442516,13.349990000278922,5022.231752998778,291.6303091228952,2026-08-18 14:47:58,1965.0,33.0,111.0,24.0,284.0
257,1787064448,45,,Aggregated,25.1,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3200.0,5000.0,5000.0,7979,0,1300,1182.6197196597514,13.349990000278922,5022.231752998778,291.5480636671262,2026-08-18 14:47:59,1965.0,33.0,111.0,24.0,285.0
258,1787064449,45,,Aggregated,25.1,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3200.0,5000.0,5000.0,8000,0,1300,1184.7683474615185,13.349990000278922,5022.231752998778,291.90325,2026-08-18 14:48:00,1965.0,33.0,111.0,24.0,286.0
259,1787064450,45,,Aggregated,24.9,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8029,0,1300,1187.5034725933676,13.349990000278922,5022.231752998778,291.8314858637439,2026-08-18 14:48:01,1965.0,33.0,111.0,24.0,287.0
260,1787064451,45,,Aggregated,24.5,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8052,0,1300,1188.90333850213,13.349990000278922,5022.231752998778,291.83308494783904,2026-08-18 14:48:02,1965.0,33.0,111.0,24.0,288.0
261,1787064452,45,,Aggregated,24.6,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8079,0,1300,1190.7101273480828,13.349990000278922,5022.231752998778,291.55600940710485,2026-08-18 14:48:04,1965.0,33.0,111.0,24.0,290.0
